식품명,에너지(kcal),탄수화물(g),단백질(g),지방(g),나트륨(mg)
오징어류_살오징어_몸통_생것_여수_4월,100,1.00,19.69,1.35,
"오징어류_살오징어_수컷,전체_생것_대표_10월",89,0.06,18.37,1.22,
"오징어류_살오징어_수컷,전체_생것_대표_11월",92,0.63,18.15,1.33,
연어류_연어_육_통조림_대표_평균,186,0.31,16.29,11.27,362
연어류_연어_육_훈제_대표_평균,235,0.19,23.48,11.96,443
연어류_연어_육_훈제_통영_평균,235,1.72,19.36,15.58,506
연어류_연어_전체_구운것_수입_평균,223,,25.50,13.50,44
연어류_연어_전체_삶은것_수입_평균,193,,25.00,10.30,34
연어류_연어_전체_생것_수입(프랑스)_평균,166,,21.00,9.17,46
연어류_연어_전체_생것_수입(노르웨이)_평균,182,0.00,19.70,11.50,482
연어류_연어_전체_전자레인지로 가열한것_수입_평균,200,,24.20,11.40,39
연어류_연어_전체_조리예에 따라 조리한것_수입_평균,205,0.00,23.00,12.50,53
연어류_연어_전체_조린것_수입_평균,157,0.00,17.60,9.60,430
연어류_연어_전체_찐것_수입_평균,195,,23.00,11.50,52
연어류_연어_전체_통조림_수입_평균,180,1.50,20.50,10.20,488
연어류_연어_전체_훈제_수입(프랑스)_평균,225,0.00,23.20,14.70,425
연어류_연어_전체_훈제_수입(노르웨이)_평균,178,0.91,22.00,9.49,1410
장어류_갈창갯장어_육_생것_대표_평균,125,0.32,19.11,4.58,
장어류_갯장어_육_생것_대표_6월,149,0.00,17.94,7.74,265
장어류_갯장어_육_생것_여수_10월,161,0.00,18.76,8.72,
장어류_갯장어_육_생것_여수_7월,142,0.00,18.99,6.58,
장어류_갯장어_육_생것_여수_9월,148,0.00,19.81,6.80,
장어류_갯장어_육_생것_진주_평균,170,0.40,17.90,9.90,
장어류_갯장어_육_생것_통영_10월,137,0.68,18.11,6.18,
장어류_갯장어_육_생것_통영_8월,134,0.64,18.49,5.67,
장어류_갯장어_육_생것_통영_9월,120,0.00,19.19,4.11,
장어류_무태뱀장어_육_생것_진안_평균,181,0.64,17.53,11.06,72
장어류_뱀장어_간_생것_대표_평균,219,22.30,12.20,6.30,
장어류_뱀장어_육_구운것_대표_평균,262,0.00,23.65,14.95,65
장어류_뱀장어_육_생것_대표_11월,106,0.00,16.19,18.72,
장어류_뱀장어_육_생것_대표_4월,256,1.00,17.10,19.15,
"오징어류_살오징어_수컷,전체_생것_대표_12월",104,0.00,18.64,2.64,
"오징어류_살오징어_수컷,전체_생것_대표_1월",97,1.10,19.26,1.17,
"오징어류_살오징어_수컷,전체_생것_대표_2월",99,1.89,20.18,0.69,
"오징어류_살오징어_수컷,전체_생것_대표_3월",94,0.68,18.26,1.47,
"오징어류_살오징어_수컷,전체_생것_대표_4월",95,0.86,19.05,1.13,
"오징어류_살오징어_수컷,전체_생것_대표_5월",98,1.34,19.58,1.03,
"오징어류_살오징어_수컷,전체_생것_대표_6월",88,0.77,18.10,0.88,
"오징어류_살오징어_수컷,전체_생것_대표_7월",90,0.00,19.03,1.04,
참마자_육_생것_경기_12월,90,0.30,17.70,1.50,
참붕어_육_생것_부산_10월,118,0.10,16.40,5.10,
청각_전체_생것_대표_평균,10,3.32,0.91,0.33,288
청각_줄기_말린것_대표_평균,137,52.80,13.80,0.80,
청각_줄기_생것_부산_5월,8,1.60,1.40,0.40,
청멸_육_데쳐서 말린것_남해중부_10월,200,0.10,17.10,13.60,
청멸_전체_말린것_남해_평균,544,0.20,46.60,36.77,
청멸_전체_생것_여수_4월,161,2.53,15.11,9.23,
"청어_수컷,육_생것_포항_10월",158,0.00,19.65,7.97,
"청어_수컷,육_생것_포항_11월",202,0.00,18.93,12.94,
"청어_수컷,육_생것_포항_12월",147,0.00,19.60,6.84,
"청어_수컷,육_생것_포항_1월",186,0.00,17.65,11.85,
"청어_수컷,육_생것_포항_2월",149,0.00,19.55,7.06,
"청어_수컷,육_생것_포항_3월",155,0.00,18.57,8.12,
"청어_수컷,육_생것_포항_4월",153,0.00,18.54,7.95,
"청어_수컷,육_생것_포항_5월",190,0.05,18.11,12.06,
"청어_수컷,육_생것_포항_6월",223,4.34,17.20,14.18,
"청어_수컷,육_생것_포항_7월",234,0.00,17.93,16.84,
"청어_수컷,육_생것_포항_8월",191,3.75,17.50,10.85,
"청어_수컷,육_생것_포항_9월",181,0.00,19.11,10.71,
장어류_뱀장어_육_생것_대표_8월,233,1.81,18.46,15.73,
장어류_뱀장어_육_생것_부산_평균,223,0.30,14.40,17.10,
톳_전체_생것_여수_평균,18,6.83,1.46,0.20,
톳_전체_생것_완도_평균,18,6.51,1.67,0.26,
톳_전체_생것_통영_3월,16,5.85,1.33,0.24,
톳_줄기_데친것_대표_평균,35,13.50,2.72,0.37,
톳_줄기_말린것_대표_평균,81,32.00,6.60,0.80,
청어_육_삶아서 말린것_대표_평균,137,0.00,18.70,4.70,
청어_육_삶은것_대표_3월,106,11.55,9.99,1.70,
청어_육_삶은것_대표_4월,121,11.90,8.93,3.70,
청어_육_생것_대표_8월,177,0.00,17.60,10.96,
청어_육_생것_동해EEZ_2월,112,0.00,17.98,3.89,
청어_육_생것_부산_5월,213,0.40,16.30,15.10,
청어_육_생것_포항_2월,131,0.03,19.00,5.43,
청어_육_소금에 절여 저장한것_대표_평균,176,0.20,17.50,9.00,538
청어_육_얼려서 말린것_사천_평균,371,1.28,35.18,23.09,480
청어_육_얼려서 말린것_영덕_6월,349,2.90,25.20,24.50,
청어_육_훈제_대표_평균,311,,23.10,22.10,3900
청해삼_내장_생것_부산_6월,35,0.88,5.75,0.76,
청해삼_육_생것_부산_6월,33,1.75,4.84,0.56,
청해삼_육_생것_포항_3월,19,0.70,3.10,0.36,
초어_육_생것_창원_평균,89,0.20,17.10,1.70,
코끼리조개_전체_생것_여수_평균,103,9.49,12.58,1.21,250
크릴류_크릴_육_삶은것_대표_평균,87,,13.80,3.00,620
향어(이스라엘잉어)_육_생것_대표_8월,151,0.26,18.64,7.55,
향어(이스라엘잉어)_육_생것_대표_평균,175,0.10,18.40,8.70,
향어(이스라엘잉어)_육_생것_진안_평균,203,1.11,17.00,13.47,36
홍어류_광동홍어_육_생것_서해남부EEZ_10월,103,0.10,23.50,0.30,
홍어류_참홍어_육_생것_여수_4월,123,0.00,25.96,1.44,208
홍어류_홍어_육_생것_대표_4월,120,0.00,25.75,1.23,
홍어류_홍어_육_생것_인천_평균,87,0.00,19.60,0.50,
홍치_육_생것_부산_10월,93,0.10,18.90,1.40,
홍합류_돌담치_육_생것_부산_6월,90,0.40,15.18,2.54,266
홍합류_지중해담치_육_구운것_여수_평균,136,6.19,18.71,3.33,
파래류_파래_전체_말린것_완도_평균,165,45.57,31.25,1.09,
파래류_파래_전체_생것_완도_평균,19,5.14,3.75,0.15,
파래류_파래_전체_생것_통영_3월,24,8.37,2.85,0.27,
파래류_파래_줄기_말린것_대표_평균,223,41.70,22.10,0.60,3900
파래류_파래_줄기_생것_대표_평균,12,2.95,2.18,0.15,122
펄조개(뻘조개)_육_생것_대구_10월,74,6.00,9.40,1.00,
풀가사리류_불등풀가사리_줄기_말린것_부산_2월,152,58.00,16.50,0.60,
풀반지_육_생것_부산_5월,167,0.16,16.94,10.10,
풀반지_전체_생것_동해EEZ_2월,97,1.13,17.16,2.12,
피라미_육_생것_경기_12월,105,0.20,18.50,2.80,
학공치_육_생것_군산_5월,94,0.70,17.80,1.70,
학공치_육_조미하여 말린것_대표_평균,361,17.70,59.10,2.00,
홍합류_진주담치_육_생것_대표_6월,86,4.14,12.35,1.74,
홍합류_진주담치_육_생것_여수_10월,57,2.05,8.21,1.46,
홍합류_진주담치_육_생것_여수_12월,64,2.22,9.20,1.73,
홍합류_진주담치_육_생것_여수_2월,81,1.73,11.55,2.70,
홍합류_진주담치_육_생것_여수_4월,79,5.94,8.43,2.05,
홍합류_진주담치_육_생것_여수_6월,44,2.48,5.89,0.91,
홍합류_진주담치_육_생것_여수_8월,67,3.87,9.24,1.25,
홍합류_진주담치_육_생것_진해_6월,87,6.85,10.39,1.56,250
홍합류_진주담치_육_생것_충무_평균,75,5.10,10.30,1.10,
홍합류_참담치(홍합)_육_삶아서 말린것_대표_평균,391,14.10,56.10,10.20,
홍합류_참담치(홍합)_육_삶은것_수입_평균,110,5.52,15.90,2.70,596
홍합류_참담치(홍합)_육_생것_대표_평균,91,3.10,13.80,1.20,
홍합류_참담치(홍합)_육_생것_부산_5월,69,4.00,9.70,1.20,
해삼_육_소금에 절여 저장한것_대표_평균,38,2.40,4.90,0.50,6000
해삼_육_젓갈_대표_평균,36,2.50,5.50,0.00,
해삼_청해삼_육_생것_통영_3월,24,0.01,3.91,0.82,
해파리류_해파리_육_생것_대표_평균,6,0.10,1.30,0.00,
해파리류_해파리_육_소금에 절여 저장한것_대표_평균,35,2.40,4.90,0.50,
향어(이스라엘잉어)_육_생것_대전_10월,113,0.30,17.50,4.00,
향어(이스라엘잉어)_육_생것_대청댐_평균,178,0.30,16.80,11.20,
향어(이스라엘잉어)_육_생것_대표_12월,142,0.00,19.91,6.16,
향어(이스라엘잉어)_육_생것_대표_4월,129,6.23,17.55,3.10,
가라지류_가라지_육_생것_여수_6월,78,0.69,14.81,1.30,
가리비류_가리비_관자(패주)_삶아서 말린것_대표_평균,334,7.60,65.70,1.40,2500
가리비류_가리비_관자(패주)_생것_대표_평균,91,3.50,16.90,0.30,120
가리비류_가리비_육_말린것_대표_평균,387,4.40,77.60,0.40,2300
가리비류_가리비_육_삶은것_대표_평균,99,1.90,17.60,1.90,250
가리비류_가리비_육_생것_대표_평균,89,0.00,15.18,1.73,735
"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_8월",82,0.44,16.60,1.05,
"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_9월",90,0.00,19.32,0.90,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_10월",91,0.00,18.98,1.21,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_11월",87,0.10,18.51,0.85,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_12월",86,0.13,19.46,0.40,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_1월",91,0.97,18.79,0.85,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_2월",88,1.64,17.81,0.65,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_3월",92,2.37,17.39,0.95,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_4월",91,0.16,18.27,1.46,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_5월",85,0.00,18.25,0.80,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_6월",85,0.00,18.03,0.92,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_7월",88,0.86,17.89,0.96,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_8월",92,0.00,19.08,1.20,
"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_9월",89,0.00,19.61,0.66,
"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_10월",85,0.47,17.80,0.83,
"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_11월",82,0.00,17.73,0.79,
"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_12월",80,0.94,16.94,0.48,
가오리류_노랑가오리_육_생것_부산_3월,97,0.00,21.60,0.60,
가오리류_목탁가오리_육_생것_부산_6월,98,0.00,22.20,0.50,
가오리류_전기가오리_육_생것_부산_4월,64,0.00,13.00,1.00,
가자미류_가자미_육_생것_대표_평균,143,0.30,22.10,3.70,230
가자미류_각시가자미_육_생것_부산_4월,84,0.00,16.80,1.40,
"가자미류_기름가자미_암컷,육_생것_포항_2월",89,0.49,17.80,1.27,
"가자미류_기름가자미_암컷,육_생것_포항_3월",81,0.91,16.16,0.98,
"가자미류_기름가자미_암컷,육_생것_포항_4월",94,0.02,17.16,2.32,
"가자미류_기름가자미_암컷,육_생것_포항_5월",91,0.00,17.31,1.88,
"가자미류_기름가자미(30cm이상)_수컷,육_생것_대표_6월",82,0.00,17.38,0.96,
"가자미류_기름가자미(30cm이상)_수컷,육_생것_대표_7월",93,1.34,17.05,1.61,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_10월",92,0.15,19.47,0.99,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_11월",82,0.00,17.92,0.73,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_12월",84,0.00,15.74,1.91,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_1월",87,0.78,17.05,1.31,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_2월",89,2.13,17.07,0.90,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_3월",104,0.67,19.25,2.12,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_4월",91,1.71,16.54,1.46,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_5월",81,1.11,16.61,0.66,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_6월",106,0.00,18.58,2.94,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_7월",115,0.00,17.05,4.54,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_8월",99,0.00,17.56,2.66,
"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_9월",92,0.78,17.05,1.81,
"가자미류_기름가자미_수컷,육_생것_경주_10월",97,0.00,17.00,2.73,
"가자미류_기름가자미_수컷,육_생것_경주_11월",89,0.00,16.96,1.82,
"가자미류_기름가자미_수컷,육_생것_경주_8월",85,0.36,17.71,0.89,
"가자미류_기름가자미_수컷,육_생것_경주_9월",102,0.00,17.75,2.90,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_10월",134,0.00,18.83,5.76,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_11월",104,0.00,18.56,2.68,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_12월",101,0.00,19.42,2.07,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_2월",145,0.00,18.04,7.37,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_3월",135,0.00,18.52,6.02,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_4월",143,0.00,18.15,7.01,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_5월",124,0.00,18.94,4.71,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_6월",121,0.00,18.42,4.57,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_7월",138,0.00,18.21,6.46,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_8월",85,0.00,18.40,0.78,
가자미류_용가자미_육_생것_부산_5월,82,0.10,18.10,0.60,
가자미류_용가자미_육_생것_인천_7월,91,0.20,19.70,0.70,
가자미류_줄가자미_육_생것_부산_5월,76,0.21,17.39,0.20,
가자미류_줄가자미_육_생것_여수_4월,123,0.44,19.69,4.07,
가자미류_참가자미_알_반정도 말린것_포항_3월,152,2.86,27.60,2.49,118
가자미류_참가자미_알_생것_포항_평균,152,2.86,27.60,2.49,118
가자미류_참가자미_육_구운것_대표_평균,150,0.20,31.35,1.83,249
가자미류_참가자미_육_반정도 말린것_포항_3월,110,0.50,19.13,2.88,165
가자미류_참가자미_육_반정도 말린것을 구운것_포항_3월,150,0.20,31.35,1.83,249
가자미류_참가자미_육_생것_강릉_6월,85,0.40,19.40,0.20,
가자미류_참가자미_육_생것_포항_평균,110,0.50,19.13,2.88,165
가자미류_참가자미_육_식해(수산물에 약간의 소금과 밥을 섞어 숙성한것)_거제_6월,120,9.60,13.80,2.40,
"갈치류_갈치_수컷,육_생것_대표_9월",107,0.00,19.48,2.69,
"갈치류_갈치_암컷,육_생것_대표_10월",104,0.00,18.73,2.70,
"갈치류_갈치_암컷,육_생것_대표_11월",136,0.00,19.40,5.81,
"갈치류_갈치_암컷,육_생것_대표_12월",122,0.00,19.27,4.28,
"갈치류_갈치_암컷,육_생것_대표_2월",144,0.00,19.96,6.35,
"갈치류_갈치_암컷,육_생것_대표_3월",128,0.97,17.56,5.26,
"갈치류_갈치_암컷,육_생것_대표_4월",127,0.00,19.46,4.81,
"갈치류_갈치_암컷,육_생것_대표_5월",130,0.00,18.94,5.28,
"갈치류_갈치_암컷,육_생것_대표_6월",112,0.00,18.48,3.59,
"갈치류_갈치_암컷,육_생것_대표_7월",119,0.00,19.31,3.94,
"갈치류_갈치_암컷,육_생것_대표_8월",120,1.02,18.06,4.24,
"갈치류_갈치_암컷,육_생것_대표_9월",128,0.00,19.33,4.92,
갈치류_갈치_육_생것_대표_10월,127,0.51,17.88,5.25,
갈치류_갈치_육_생것_대표_11월,126,0.00,17.09,5.68,
갈치류_갈치_육_생것_대표_12월,129,0.00,18.50,5.38,
갈치류_갈치_육_생것_대표_1월,146,0.00,18.96,6.96,
"갈치류_갈치(24cm미만)_수컷,육_생것_대표_9월",93,0.00,18.83,1.47,
"갈치류_갈치(24cm이상)_암컷,육_생것_대표_10월",111,0.00,18.85,3.29,
"갈치류_갈치(24cm이상)_암컷,육_생것_대표_11월",89,0.00,18.44,1.17,
"갈치류_갈치(24cm이상)_암컷,육_생것_대표_12월",97,0.00,19.42,1.63,
"갈치류_갈치(24cm이상)_암컷,육_생것_대표_2월",133,0.00,18.90,5.63,
"갈치류_갈치(24cm이상)_암컷,육_생것_대표_3월",126,0.00,18.31,5.22,
"게류_붉은대게_수컷,다리_생것_대표_12월",51,0.68,11.06,0.18,
"게류_붉은대게_수컷,다리_생것_대표_1월",56,0.34,11.94,0.43,
개량조개_육_말린것_대표_평균,276,7.00,54.20,2.00,
개량조개_육_생것_군산_5월,62,1.10,12.00,0.70,
개불류_개불_육_생것_부산_5월,53,1.60,10.50,0.20,
개조개_육_생것_부산_5월,64,3.04,10.90,0.60,
개조개_육_생것_부산_6월,105,7.52,14.16,1.52,248
갯가재류_갯가재_내장_생것_대표_평균,89,0.75,15.96,2.01,
갯가재류_갯가재_육_삶은것_대표_평균,99,0.20,19.20,1.70,310
갯가재류_갯가재_육_생것_대표_평균,105,13.13,7.52,2.10,
갯가재류_갯가재_육_생것_부산_4월,87,0.80,16.10,1.70,
갯강구_육_생것_대표_평균,295,15.44,45.95,4.20,
게류_금강참게_육_생것_광양_평균,167,1.48,16.81,9.60,256
게류_깨다시꽃게_육_생것_대표_8월,80,0.82,13.85,1.91,409
게류_꽃게_다리_생것_대표_평균,112,2.02,10.15,6.46,
게류_꽃게_몸통_생것_대표_평균,65,0.00,14.44,0.46,
게류_꽃게_육_삶은것_대표_평균,81,0.60,16.10,0.30,
게류_꽃게_육_생것_대표_평균,85,0.43,16.19,0.70,418
게류_꽃게_육_생것_부산_6월,91,0.93,12.69,3.56,400
게류_꽃게_육_생것_인천_평균,74,2.00,13.70,0.80,
게류_꽃게_육_젓갈_대표_평균,63,0.80,12.20,0.60,
갈치류_갈치_육_생것_대표_2월,148,0.16,18.50,7.40,
게르치류_반딧불게르치_전체_생것_여수_4월,111,0.70,18.91,3.04,
고둥류_갈색고리돼지고둥_육_생것_부산_5월,92,4.32,16.08,0.70,
고둥류_갈색띠매물고둥_내장_생것_포항_평균,195,7.08,22.23,7.65,
고둥류_갈색띠매물고둥_육_구운것_포항_평균,135,3.96,26.69,0.66,
고둥류_갈색띠매물고둥_육_생것_부산_5월,78,3.01,15.10,0.20,
고둥류_갈색띠매물고둥_육_생것_포항_평균,98,5.30,16.90,0.48,
고둥류_갈색띠매물고둥_육_찐것_포항_3월,119,2.74,23.67,0.81,245
고둥류_갈색띠매물고둥_전체_생것_포항_평균,146,3.80,20.06,4.89,270
"게류_붉은대게_암컷,몸통_생것_대표_1월",66,0.00,8.91,3.05,
"게류_붉은대게_암컷,알_생것_대표_10월",110,2.97,15.80,3.28,
"게류_붉은대게_암컷,알_생것_대표_12월",132,6.59,15.72,4.06,
"게류_붉은대게_암컷,알_생것_대표_1월",108,3.45,13.40,3.99,
"게류_붉은대게_암컷,알_생것_대표_3월",132,4.90,18.14,3.77,
"게류_붉은대게_암컷,알_생것_대표_4월",137,9.42,16.82,2.89,
"게류_붉은대게_암컷,알_생것_대표_5월",137,6.09,19.99,2.98,
"게류_붉은대게_암컷,알_생것_대표_6월",144,8.91,19.86,2.48,
"게류_붉은대게_암컷,알_생것_대표_7월",146,9.38,19.40,2.74,
"게류_붉은대게_암컷,전체_생것_대표_10월",113,0.52,15.12,4.96,
"게류_붉은대게_암컷,전체_생것_대표_11월",84,1.22,12.30,2.85,
"게류_붉은대게_암컷,전체_생것_대표_12월",83,1.57,12.29,2.63,
"게류_붉은대게_암컷,전체_생것_대표_2월",69,3.92,7.40,2.25,
"게류_붉은대게_암컷,전체_생것_대표_3월",63,2.62,9.05,1.46,
고둥류_조각매물고둥_육_생것_부산_5월,127,4.40,17.70,3.60,
고둥류_쪽고둥_육_삶은것_삼천포_3월,90,5.97,12.84,1.15,
고둥류_쪽고둥_육_생것_삼천포_3월,99,6.65,14.76,0.97,
고둥류_참고둥_육_삶은것_삼천포_3월,110,3.48,18.10,2.06,
고둥류_참고둥_육_생것_삼천포_3월,107,3.41,17.40,2.11,
고둥류_콩깍지고둥(털골뱅이)_육_생것_부산_6월,100,3.00,19.70,0.50,
고둥류_털탑고둥_육_생것_부산_5월,145,5.50,20.70,3.70,
고둥류_피뿔고둥_내장_생것_여수_평균,130,6.14,17.04,3.51,
고둥류_피뿔고둥_육_구운것_여수_평균,138,16.87,15.88,0.14,
고둥류_피뿔고둥_육_생것_부산_5월,110,7.97,17.93,0.20,
고둥류_피뿔고둥_육_생것_여수_평균,102,7.59,16.28,0.24,
고둥류_피뿔고둥_육_찐것_여수_평균,127,12.39,17.08,0.46,
고둥류_피뿔고둥_전체_생것_여수_평균,111,6.58,17.23,1.24,256
고등어류_고등어_육_구운것_수입(영국)_평균,278,,19.90,22.00,160
고둥류_관절매물고둥(보라골뱅이)_육_생것_포항_평균,104,4.50,17.70,1.10,
고둥류_긴고둥(긴뿔고둥)_내장_생것_삼천포_3월,191,7.05,21.21,7.70,
고둥류_긴고둥(긴뿔고둥)_육_생것_부산_7월,118,4.80,17.20,2.70,
고둥류_긴고둥(긴뿔고둥)_육_생것_삼천포_3월,115,7.72,18.70,0.46,230
고둥류_나팔고둥_육_생것_부산_4월,111,3.90,15.90,3.00,
고둥류_두드럭고둥_육_생것_부산_5월,89,5.53,14.17,0.70,
고둥류_매끈이고둥_육_생것_여수_6월,108,2.28,22.50,0.40,
고둥류_매끈이고둥_육_생것_포항_3월,164,4.29,24.31,4.69,
고등어류_고등어_전체_생것_수입_10월,293,0.00,17.00,25.00,367
고등어류_고등어_전체_생것_수입_5월,123,0.00,18.60,5.40,380
고등어류_고등어_전체_생것_수입_평균,85,0.50,17.50,1.30,
고등어류_고등어_전체_조린것_수입_5월,107,0.00,16.60,4.50,339
고등어류_고등어_전체_조린것_수입_7월,248,0.00,15.20,20.80,328
고등어류_고등어_전체_튀긴것_수입_5월,175,3.20,19.70,9.20,359
고등어류_고등어_전체_튀긴것_수입_7월,316,3.20,18.10,25.60,347
고등어류_고등어_전체_훈제_수입_평균,295,0.00,19.50,24.10,266
고등어류_망치고등어_육_생것_대표_10월,152,0.19,23.54,5.51,39
고리매_전체_생것_통영_3월,14,4.65,1.35,0.25,
괴도라치_육_생것_포항_6월,74,0.02,17.20,0.10,
군소류_군소_육_데친것_포항_3월,40,0.37,7.30,0.83,451
군소류_군소_육_데친것_포항_평균,67,1.28,12.88,0.83,
군소류_군소_육_생것_부산_2월,36,0.50,5.80,1.00,
군소류_군소_육_생것_통영_3월,35,0.28,6.75,0.60,
군소류_군소_육_생것_포항_3월,37,0.37,7.30,0.54,
군소류_군소_육_찐것_부산_6월,87,2.79,16.02,0.83,306
고둥류_보말고둥_육_생것_포항_3월,96,2.50,17.00,1.46,
고둥류_비단고둥_육_생것_부산_5월,95,2.80,17.00,1.20,
고둥류_세고리물레고둥_육_생것_포항_6월,74,2.42,14.98,0.10,
고둥류_위고둥_육_생것_부산_4월,66,1.10,11.20,1.50,
고둥류_입뿔고둥_전체_생것_통영_3월,132,4.17,20.44,3.02,
꼬막류_피조개_육_생것_거제_3월,87,12.05,4.48,1.93,
군소류_풍선군소_육_생것_부산_2월,43,0.50,7.70,0.90,
군평선이_육_생것_부산_3월,103,0.20,18.50,2.60,
굴류_굴_육_생것_여수_10월,50,3.27,5.80,1.33,
굴류_굴_육_생것_여수_12월,51,3.51,6.08,1.17,
굴류_굴_육_생것_여수_2월,98,7.65,9.44,2.84,
굴류_굴_육_생것_여수_4월,99,8.85,8.25,2.92,
굴류_굴_육_생것_여수_6월,54,1.65,8.37,1.27,
굴류_굴_육_생것_여수_8월,61,1.10,9.91,1.51,
굴류_굴_육_젓갈_대표_평균,110,14.85,6.63,2.27,882
굴류_석굴_육_생것_대표_평균,71,3.70,8.90,1.20,232
"굴류_참굴_양식,육_생것_대표_평균",98,5.10,10.50,2.40,
굴류_참굴_육_삶은것_대표_평균,100,7.10,9.90,3.60,350
굴류_참굴_육_생것_대표_평균,92,5.27,9.66,2.19,480
굴류_참굴_육_생것_부산_5월,73,2.30,9.20,2.60,
굴류_참굴_육_생것_진해_6월,99,6.40,12.64,2.05,304
굴류_참굴_육_젓갈_대표_평균,101,8.10,8.60,2.70,2374
굴류_참굴_육_통조림_대표_평균,92,0.00,14.70,2.70,378
굴류_토굴(벗굴)_육_생것_부산_12월,82,5.30,10.20,1.80,
기름종개_육_생것_부산_10월,107,0.50,17.50,3.30,
고등어류_고등어_육_통조림_수입_6월,207,0.30,18.30,13.70,
고등어류_고등어_육_훈제_수입_평균,301,,21.10,24.10,746
"넙치류_넙치(광어)_암컷,육_생것_대표_11월",128,0.00,21.92,3.79,
"넙치류_넙치(광어)_암컷,육_생것_대표_12월",132,0.00,23.00,3.68,
"넙치류_넙치(광어)_암컷,육_생것_대표_8월",142,0.00,22.92,4.76,
"넙치류_넙치(광어)_암컷,육_생것_대표_9월",140,0.00,22.27,4.90,
넙치류_넙치(광어)_육_구운것_통영_3월,194,1.26,35.67,4.11,
넙치류_넙치(광어)_육_말린것_통영_3월,422,0.80,81.00,8.15,
넙치류_넙치(광어)_육_생것_대표_12월,125,0.00,22.67,3.15,
꼼치류_분홍꼼치_육_생것_대표_평균,74,1.08,15.23,0.53,
꼼치류_분홍꼼치_육_생것_포항_5월,74,1.10,15.20,0.50,
꽁치(과메기)_육_얼려서 말린것_포항_6월,421,0.90,32.10,29.90,
꽁치_육_구운것_수입_평균,312,0.20,23.30,22.80,130
꽁치_육_생것_강릉_6월,142,0.44,22.70,4.70,
꽁치_육_소금에 절여 저장한것_대표_평균,198,0.20,20.10,9.80,4300
꽁치_육_조미통조림_수입_6월,243,10.10,15.50,14.70,
꽁치_육_통조림_대표_평균,125,0.00,13.12,6.76,262
날치_알_생것_대표_평균,104,8.30,10.20,2.20,1305
날치_알_생것_해남_평균,80,7.77,9.94,0.67,1210
날치_육_생것_부산_5월,99,0.10,22.20,0.50,
날치_육_소금에 절여 저장한것_대표_평균,138,,26.40,1.30,4
납지리_육_생것_부산_10월,86,0.10,17.50,1.20,
넙치류_넙치(광어)_껍질_생것_대표_평균,186,0.00,29.30,4.70,
"넙치류_넙치(광어)_수컷,육_생것_거제_1월",117,0.00,22.44,2.42,
누치_육_생것_부산_7월,105,0.80,17.30,3.00,
눈볼대_육_생것_남해_11월,248,0.86,16.90,18.38,56
눈볼대_육_생것_대표_11월,210,7.25,16.90,11.57,
눈볼대_육_생것_대표_5월,216,0.00,17.57,15.09,
눈볼대_육_생것_부산_5월,144,0.02,22.30,5.30,
눈볼대_육_생것_여수_4월,110,0.00,18.50,3.41,
눈퉁멸_육_말린것(포)_대표_평균,382,11.10,58.60,5.40,
